DOCUMENT_ID,DOCUMENT_NAME,FAMILY_ID,DOCUMENT_SLUG,FAMILY_SUMMARY,TEXT_BLOCK_ID,PASSAGE_INDEX,TEXT_PASSAGE,PASSAGE_TYPE,LANGUAGE,TOPIC_LABELLERS,TOPIC_IDS,TOPIC_LABELLED_TEXTS
incomes, full monetization of the economy, and employment for sustainable socio-economic transformation
Theme: Sustainable Industrialisation for Inclusive Growth, Employment, and Wealth Creation
Objectives
Strategies
Programmes
4. Build and maintain
20.
Prioritize infrastructure maintenance;
9. Integrated Transport
strategic sustainable
21.
Develop inter-modal and seamless transport
Infrastructure and
infrastructure
in
infrastructure;
Services
transport, housing, energy, water, industry,
22.
Increase access to clean, reliable and affordable
10. Sustainable Energy
energy;
Development
and ICT
23.
Increase access to reliable and affordable ICT services; and
11. Digital Transformation 12. Sustainable
24.
Leverage urbanisation for socio-economic transformation;
Urbanisation and Housing
5. Strengthen good
25.
Strengthen the rule of law;
13. Governance and
governance, security,
26.
Consolidate and sustain peace and security;
Security
and the role of the state in development
27.
Increase Government (both central and local
14. Public Sector
government) investment and participation in
Transformation
strategic areas;
15. Regional Development
28.
Improve capacity and accountability for the implementation of public programmes;
16. Development Plan Implementation
29.
Leverage the capacity of the non-state actors to implement the national plan;
17. Administration of Justice
30.
Increase civic participation in the development process, decision-making, democratic governance, and socio-economic development;
18. Legislation, Oversight & Representation
31. Improve international relations and diplomacy; and
32.
Sustain a suitable fiscal, monetary and regulatory environment.",Table,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-8138-74f3-8f9b-599d60bdb121,191,"Source: NPA, 2024",Text,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-80a0-78a2-bbe5-82ac4f17ace3,192,"3.8 Delivery Approaches
94. The following delivery approaches have been adopted for the Plan implementation period:",sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ea7-7810-a46b-a4aa63a99777,193,"i) Deepening the programmatic approach. To strengthen the alignment of plans, budgets, and implementation at the macro, sectoral and local government level, the programme-based approach is the overarching architecture for planning, implementation, monitoring and evaluation. The PIAPs formulation process was decentralised to ensure ownership and timely development of programme strategies, objectives, priorities, results and budgets. In addition, continuous capacity building of programme working group actors at all levels will be undertaken. A change management strategy for the programme approach is going to be fully rolled out, as well as strengthening inter and intra-programme coordination and follow-up;
ii) Science, Technology and Innovations as well as knowledge will be leveraged to increase innovation and productivity in all sectors and generate new sources of growth; Mainstreaming job creation in all key development actions. Capacity building of the programme working groups, MDAs, and local governments has been and continues to
iii) be undertaken to systematically integrate labour and employment creation in their planning, budgeting and implementation processes. This will be followed up by implementing coordination mechanisms, robust reporting and budgeting systems that account for job creation in all programme interventions;
iv) Development and enforcement of last-mile physical development plans for effective land use. The National Physical Development Plan will be actualised through the development and enforcement of district and local-level physical development plans.
v) Regional development planning. To capture the peculiarities within the different regions of the country, specific regional development plans will be developed to inform planning at the local government level and to drive the Local Economic Development (LED) agenda;
vi) Deepening the quasi-market approach. Beyond the role of providing public goods, the government will also invest in strategic areas to unlock their potential to attract and crowd in private investments, however, the private sector will always be the driver of growth;
vii) Strengthening risk analysis and mitigation. A framework for risk mitigation has been developed to guide MDAs and Local Governments in the analysis and mitigation of potential risks to the implementation and the unintended consequences arising from implementing their plans. This will entail investment in training and provision of resources to develop capacity for risk analysis and development of strategies to mitigate the risks included in processes of planning and development. This is meant to minimise potential negative impacts and take advantage of risks on public services, operations, and resources; viii) Full operationalisation of the seven pillars of the Parish Development Model (PDM). The Parish will continue to serve as the lowest planning unit to rally citizens for economic development;
ix) Integrated Human Resource Development Planning. All MDAs and LGs shall integrate human resource planning into their strategic plans and LG development plans, aligned to the National Human Resource Development Plan (NHRDP). This aims to inform the development of a critical mass of skilled professionals required to deliver the Plan; and
x) To ensure inclusive sustainable development, the Human Rights Based Approach (HRBA) to planning will continue to be pursued.",List,en,"[""KeywordClassifier(\""decent work\"")""], [""KeywordClassifier(\""decent work\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""public sector\"")""]","Q68, Q68, Q47, Q47, Q47, Q775","job creation, job creation, job creation, Human Rights Based Approach, job creation, public services"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5f7b-7ed0-964b-cbc325819e10,194,3.9 High Impact Projects,sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ea7-7810-a46b-a505d8fc4f5a,195,"95. The selection of NDPIV High Impact Projects considers the following:
i) Direct contribution to the delivery of the Plan's priorities, particularly the ATMS and key results;
ii) Have a high multiplier effect on the priorities of NDPIV, particularly the ATMS and full monetisation of the economy;
iii) Require concerted effort of a wide array of stakeholders outside the lead implementing agency/programme for execution and hence place high demands on the need for concerted efforts; and
iv) Have progressed in the appraisal process and finished at least two stages of the Development Committee.
96. Table 3.5 presents projects with high multiplier effects and a direct impact on achieving the Plan's desired results. Table 3.5: High Impact Projects",List,en,"[""KeywordClassifier(\""climate fund\"")""]",Q1362,implementing agency
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ee8-7bc0-bbf5-55d638a6554e,196,"No.
Project Title
Project Duration
Total Cost (Shs. Billion)
Funding Source
Agro-industrialisation
Coffee Value Chain Development Project
5 years
Public
2.
Uganda Climate Smart Agricultural Transformation Project (UCSATP)
5 years
Public
3.
Development of injectable Anti-Tick Vaccines
5 years
Public
4.
Solar-powered irrigation systems
5 years
Public
Tourism Development
5.
Development of the Source of The Nile Project (Phase II)
5 years
PPP
6.
Mt. Rwenzori Cable Car Project
5 years
PPP
7.
Development of Water-Based Eco Adventure Parks (Geothermal Spas and Resorts)
5 years
Public
Private Sector Development
8.
Capitalisation of UDB and Public banks (Postbank, Pride Microfinance, and Housing Finance)
5 years
Public
Sustainable Extractives Industry Development
9.
Hoima Oil Refinery
5 years
Public/PPP
10.
Iron and Steel Plant
5 years
PPP/Private
11.
East Africa Crude Oil Pipeline (EACOP)
5 years
Public
12.
Midstream Petroleum Infrastructure Development Project Phase II
5 years
Public
13.
Moroto Nadunget Limestone (Cement and Clinker) Plant
5 years
PPP
Knowledge economy (STI) including ICT
14.
Biosciences Park (Pathogen Economy)
5 years
Public
15.
Mobility Industrial and Technology Park
5 years
Public
16.
Kiira Motors Vehicle Plant
5 years
Public
17.
4 Regional Agro-Industrial Parks (Pathogen Economy)
5 years
Public
18.
Veterinary Vaccine Institute (Pathogen Economy)
5 years
-
Public
19.
Uganda Digital Acceleration Programme
5 years
Public
Integrated Transport Infrastructure and Services
20.
Rehabilitation Jinja - Iganga - Malaba - Busia Expressway (144km)
3 years
PPP
21.
Kampala - Malaba Standard Gauge Railway Project (Eastern Route)
6 years
Public
22.
Kampala - Kasese SGR
4 years
Public
23.
Supply of Electricity to Standard Gauge Railway (SGR) Project
5 years
Public
24.
Capitalisation of Uganda Airlines
8 years
Public
25.
Greater Kampala Metropolitan Area Urban Development Programme (GKMA-UDP)
5 years
Public
26.
Busega - Mpigi Expressway
5 years
Public
27.
Kibuye - Busega Expressway
5 years
PPP
28.
Kampala - Jinja Expressway
3 years
PPP
29.
Kampala - Southern Bypass
5 years
PPP
30.
Kampala Outer Belt Way
5 years
PPP
31.
Upgrading of Mpigi - Kasanje - Buwaya, Nateete - Nakawuka - Kisubi and Connecting Roads (71.15km) to Paved Standard
4 years
Public
32.
Improvement of Traffic Control in Kampala City Project
4 years
Public
33.
Kidepo International Airport and related infrastructure (5-Star hotels)
5 years
PPP
34.
Development of Bukasa Port
5 years
Public
Sustainable Energy Development
35.
Kiba Hydro Power Plant
15 years
Public
No.
Project Title
Project Duration
Total Cost (Shs. Billion)
Funding Source
36.
Oriang Hydro Power Plant
15 years
Public
37.
Ayago Hydro Power Plant
15 years
Public
38.
Nuclear Energy Plant
15 years
Public
39.
Rehabilitation and Optimisation of Nalubaale and Kiira (380 Mw) Hydro Power Plants
5 years
Public
40.
Construction of 400kv Karuma-Tororo Transmission Line and 132kv Ntinda Substation
5 years
Public
41.
Hoima - Kinyara - Kafu 220kv Transmission Line and Associated Substations Project
4 years
Public
42.
Mirama- Kikagati- Nsongezi 132kv Transmission Line and Associated Substations
5 years
Public
43.
Masaka-Mwanza 400kv Transmission Line Project and Associated Substations (Uganda Part)
4 years
Public
44.
132kv Mbale - Bulambuli - Kween Transmission Line and Associated Substations Construction Project
5 years
Public
45.
Olwiyo - Nimule (Uganda) -Juba (Sudan) 400kv Transmission Line Project
4 years
Public
46.
Nkenda (Uganda) - Beni - Bunia (D.R. Congo) 220kv Transmission Line Project and Associated Substations
4 years
Public
47.
Upgrade of Mutundwe - Buloba - Kabulasoke - Masaka and Kabulasoke - Nkonge - Rugonjo - Nkenda 132kv Transmission Line and Associated Substation Works
5 years
Public
Manufacturing
48.
Development of Industrial Parks Phase II
5 years
Public
Human Capital Development
49.
Rehabilitation of Regional Referral Hospitals
5 years
Public
50.
Establishment of Regional Oncology and Diagnostic Centres in Arua, Mbale and Mbarara
5 years
Public
51.
Uganda Heart Institute Infrastructure Development Project
5 years
Public
52.
Strengthening Health Systems for Primary Health Care
5 years
Public
53.
Uganda Health Services Transformation Project (UHSTP)
5 years
Public
54.
Construction of New Health Units in 132 Sub-counties, Town Councils and Divisions
5 years
Public
55.
Establishment of Primary Schools in 1818 Parishes
5 years
Public
56.
Secondary Schools Project for Sub-counties without
5 years
Public
57.
Basic Requirements and Minimum Standards (BRMS) for primary and secondary education institutions
5 years
-
Public
Sustainable Urbanisation and Housing
58.
Waste Management for GKMA
5 years
PPP
59.
Uganda Cities and Municipalities Infrastructure Development Project (UCMID)
5 years
Public
Full monetisation of the economy
60.
Full operationalisation of Parish Development Model (PDM) and EMYOOGA
5 years
Public
Cultural & creative industry and sports
61.
Establishment of Two (02) International stadia (Hoima and Akii-Bua) and Refurbishment of Namboole International stadia
5 years
PPP
62.
Establishment of Four (04) Regional Sports Stadia and Fourteen (14) District Sports Grounds in the Traditional Sub-Regions of Uganda
5 years
Public
63.
One-Stop Centre State of the Art Production Facility (Culture and Creative Arts)
5 years
PPP",Table,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-8138-74f3-8f9b-59ab2d616beb,197,"Source: Integrated Bank of Projects (IBP) Database, MOFPED",Text,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5f7f-79f2-88d4-d6d2ee90df29,198,CHAPTER 4: MACROECONOMIC STRATEGY,title,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5f7f-79f2-88d4-d6e91824d068,199,4.1 Introduction,sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5f7f-79f2-88d4-d6ff41da7ed1,200,"97. The ambition to grow the economy by double digits is underpinned by a stable macroeconomic environment. This strategy seeks to sustainably grow the economy by double digits, maintain macroeconomic stability, create more jobs, and raise resources to address the critical infrastructure deficit and social expenditures. It also aims to competitively position Uganda to fully tap into regional, continental, and global market opportunities. The strategy highlights the NDPIV sources of growth, monetary & fiscal strategies, expected key development outcomes, interventions, and resources required to achieve the expected socio- economic outcomes.",List,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5f7f-79f2-88d4-d7097519a9fb,201,98. The specific objectives underpinning the overall macroeconomic strategy are to:,sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ea8-7fe3-9858-236535fc9ad5,202,"i) Reduce poverty to 12.9% in FY2029/30 from 16.9% in FY2023/24;
ii) Attain double-digit growth of 10.1% in FY2029/30 from 6.1% in FY2023/24;
iii) Create an average of 884,962 jobs annually over the NDPIV period;
iv) Maintain price stability marked by single-digit inflation within the target band of 5% +/- 3;
v) Contain the debt to GDP ratio and fiscal deficit below 50% in present value terms and 3%, respectively, in FY2029/30, consistent with regional and domestic fiscal policy rules; and
vi) Attain an increase in the revenue to GDP ratio of 18.3% in FY2029/30 from 13.7% in FY2023/24.
99. The key selected economic and financial indicators are as shown in Table 4.1. Table 4.1: Selected Economic and Financial Indicators, FY 2025/26-2029/30",List,en,"[""TargetClassifier(\""target\"")""]",Q1651,"i) Reduce poverty to 12.9% in FY2029/30 from 16.9% in FY2023/24;
ii) Attain double-digit growth of 10.1% in FY2029/30 from 6.1% in FY2023/24;
iii) Create an average of 884,962 jobs annually over the NDPIV period;
iv) Maintain price stability marked by single-digit inflation within the target band of 5% +/- 3;
v) Contain the debt to GDP ratio and fiscal deficit below 50% in present value terms and 3%, respectively, in FY2029/30, consistent with regional and domestic fiscal policy rules; and
vi) Attain an increase in the revenue to GDP ratio of 18.3% in FY2029/30 from 13.7% in FY2023/24.
99. The key selected economic and financial indicators are as shown in Table 4.1. Table 4.1: Selected Economic and Financial Indicators, FY 2025/26-2029/30"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ee8-7bc0-bbf5-5844f65336ab,203,"2023/24
2024/25
2025/26
2026/27
2027/28
2028/29
2029/30
GDP and Prices (percent change)
Real GDP
Core Inflation (average)
Savings and Investments Gap (percent of GDP)
Gross Domestic Savings
Public
Private
Domestic Investments
Public
Private
Government budget and debt (percent of GDP)
Revenues and Grants
Revenues
Grants
Expenditures and net lending
Overall balance (including grants)
-0:4
Overall balance (excluding grants)
Net Domestic borrowing
Public Gross Nominal Debt
Domestic
External
External Sector (percent of GDP)
Current Account (including grants)
Current Account (excluding grants)
Trade balance
Money and credit (percent change)
Broad money (M3)
Private sector credit
Memorandum Items
Nominal GDP (UG Shs Billions)
GDP Per Capita (USD)
Nominal GDP (USD Millions)",Table,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-80a0-78a2-bbe5-82b2c69ecfe9,204,"Source: NPA and MOFPED, 2024
4.2 Economic Growth Strategy",sectionHeading,en,,,
